Autor;Erscheinungsjahr;Titel;ISBN;Aktueller Preis
"Oswald Spengler";21.03.2018; """ Der Mensch und die Technik (Beitrag zu einer Philosophie des Lebens)""";9788027241187;1,99
"Oswald Spengler";21.03.2018; """ Der Mensch und die Technik (Beitrag zu einer Philosophie des Lebens)""";9788027241187;1,99
"Laetitia Colombani";21.03.2018; """ Der Zopf""";9783104906324;9,99
"Dr Wilhelm Lubke";15.03.2018; """ Die Kunst Des Altertums (Classic Reprint)""";0666573441;Unbekannt
"Klaus Mainzer";14.03.2018; """ Wie berechenbar ist unsere Welt""";9783658212988;4,99
"Michael Quante, Nadine Mooren";12.03.2018; """ Kommentar zu Hegels Wissenschaft der Logik""";9783787333400;149,99
"Cixin Liu";12.03.2018; """ Der dunkle Wald""";9783641174583;11,99
"Unbekannt";12.03.2018; """ Zum Geburtstag viel Glück!""";378558881X;Unbekannt
"Joseph Von Sonnenfels";08.03.2018; """ Briefe von Sonnenfels""";0267336101;Unbekannt
"Michael Kerres";05.03.2018; """ Mediendidaktik""";9783110456837;64,95
"Fumi Matsuda";02.03.2018; """ ausgewandert - eingetanzt""";9783729622180;17
"Jacqueline Woodson";01.03.2018; """ Ein anderes Brooklyn""";9783492991001;9,99
"Eckart Altenmüller";27.02.2018; """ Vom Neandertal in die Philharmonie""";9783827421869;22,99
"Rainer Meckenstock";27.02.2018; """ Wie macht man Karriere in der Wissenschaft""";9783662563182;16,99
"Ulrich Chaussy";26.02.2018; """ Rudi Dutschke. Die Biographie""";9783426451410;23,99
"Susanne K. Langer";23.02.2018; """ Fühlen und Form""";9783787328802;58,99
"Carlos Ruiz Zafón";22.02.2018; """ Das Labyrinth der Lichter""";3596032512;Unbekannt
"Jost Weyer";19.02.2018; """ Geschichte der Chemie Band 1 – Altertum, Mittelalter, 16. bis 18. Jahrhundert""";9783662557983;89,99
"Hans Hermann Wickel";19.02.2018; """ Musik in der Sozialen Arbeit""";9783825249441;Unbekannt
"Jörg Roche, Sandra Drumm";19.02.2018; """ Berufs-, Fach- und Wissenschaftssprachen""";9783823391692;19,99
"Ursula Scholz, Rainald Stromayer";19.02.2018; """ Berlin-Bibliographie, (1961 bis 1966)""";9783110832839;124,95
"Friedrich Beissner";19.02.2018; """ Geschichte der deutschen Elegie""";9783110868302;109,95
"Robert Stern";17.02.2018; """ Export-Technik (Classic Reprint)""";0656794763;Unbekannt
"Jörn Schnieder, Lena Kötter, Detlev Jan Friedewold, Frauke Link";15.02.2018; """ Stolperstein Mathematik""";9783763958726;29,9
"Michio Kaku";12.02.2018; """ Die Physik des Unmöglichen""";9783644000087;10,99
"Stefan Baron, Guangyan Yin-Baron";09.02.2018; """ Die Chinesen""";9783843717366;22,99
"Uwe Storch, Hartmut Wiebe";09.02.2018; """ Grundkonzepte der Mathematik""";9783662542163;42,99
"Harald Künemund, Uwe Fachinger";09.02.2018; """ Alter und Technik""";3658210532;Unbekannt
"Thomas Walach";06.02.2018; """ Geschichte des virtuellen Denkens""";9783658210885;42,99
"Harald Künemund, Uwe Fachinger";05.02.2018; """ Alter und Technik""";9783658210540;39,99
"J. Michael Fried";02.02.2018; """ Mathematik für Ingenieure I für Dummies""";9783527816149;17,99
"Christopher Bird, Peter Tompkins";01.02.2018; """ Das geheime Leben der Pflanzen""";9783104907161;8,99
"Christopher Bird, Peter Tompkins";01.02.2018; """ Das geheime Leben der Pflanzen""";9783104907161;8,99
"Anja Kampmann";29.01.2018; """ Wie hoch die Wasser steigen""";9783446259416;10,99
"Neil deGrasse Tyson";29.01.2018; """ Das Universum für Eilige""";9783446259539;9,99
"Horst Hübel";25.01.2018; """ Einstieg Atomphysik""";9783746042367;11,99
"Klaus Lüders, Robert Otto Pohl";25.01.2018; """ Pohls Einführung in die Physik""";9783662548554;49,99
"Stefan Schorn";22.01.2018; """ Studien zur hellenistischen Biographie und Historiographie""";9783110449006;154,95
"Rolf Biehler, Thomas Lange, Timo Leuders, Bettina Rösken-Winter, Petra Scherer, Christoph Selter";19.01.2018; """ Mathematikfortbildungen professionalisieren""";3658190272;Unbekannt
"Rolf Biehler, Thomas Lange, Timo Leuders, Bettina Rösken-Winter, Petra Scherer, Christoph Selter";19.01.2018; """ Mathematikfortbildungen professionalisieren""";3658190272;Unbekannt
"Arno Geiger";10.01.2018; """ Unter der Drachenwand""";9783446259386;12,99
"Léon Daudet";09.01.2018; """ Georges Clemenceau""";3963370254;Unbekannt
"Thomas Stuber";2018; """ Technik und Design - Grundlagen""";3035513228;Unbekannt
"Fabienne Huguenin, Wilhelm Füßl";2018; """ Porträtgemälde zwischen Wissenschaft und Technik""";3940396710;Unbekannt
"Roland Ott, Kurt Bohner, Ronald Deusch";2018; """ Mathematik für die Einführungsphase""";3812036959;Unbekannt
"Edelmaier Johann";2018; """ ˜Dieœ verlorene Kunst des Spähtruppgehens""";3901185682;Unbekannt
"Kathrin Dieterich";2018; """ Stark in ... Mathematik""";3507813076;Unbekannt
"Jens Ruppenthal";2018; """ Raubbau und Meerestechnik""";3515121218;Unbekannt
"Gerlinde Fürnstahl";2018; """ Lern:Express Deutsch""";3902691603;Unbekannt
"Maria Bühner, Maren Möhring";2018; """ Europäische Geschlechtergeschichten""";3515121382;Unbekannt
"Manfred Spitzer";01.01.2018; """ Früher war alles später (Wissen & Leben)""";9783608290745;24,99
"Maria Brandhofer, Sabine Mader, Eva Pongratz, Eva Schildt-Messerer, Heidi Schimpl, Marie-Hélène Fisch";2018; """ Schritt für Schritt Mathematik""";3209090092;Unbekannt
"Eefke Kleimann";2018; """ 50 Jahre Avantgarde. Das Kabinett für aktuelle Kunst Bremerhaven""";3935127405;Unbekannt
"Thomas Stuber";2018; """ Technik und Design - Grundlagen""";3035513228;Unbekannt
"Rebekka Hüttmann";2018; """ Wege der Vermittlung von Musik""";3957861985;Unbekannt
"Unbekannt";2018; """ Lambacher-Schweizer - Mathematik für Gymnasien""";3127356242;Unbekannt
"Stefan Schorn";2018; """ Studien zur hellenistischen Biographie und Historiographie""";311044755X;Unbekannt
"Hannah Arendt";2018; """ Kritische Gesamtausgabe""";Unbekannt;Unbekannt
"Susanne Schmidt-Radefeldt";2018; """ Carl Friedrich von Gerber (1823–1891) und die Wissenschaft des deutschen Privatrechts""";3428804228;Unbekannt
"Hanna Jansen";2018; """ Herzsteine""";3407748760;Unbekannt
"Thomas Garaio";2018; """ Achtung, Fertig, Code!""";3035511594;Unbekannt
"Eefke Kleimann";2018; """ 50 Jahre Avantgarde. Das Kabinett für aktuelle Kunst Bremerhaven""";3935127405;Unbekannt
"Rebekka Hüttmann";2018; """ Wege der Vermittlung von Musik""";3957861985;Unbekannt
"Hans-Jürgen Geischer";2018; """ Das Problem der Typologie in der ältesten christlichen Kunst""";9783643133366;54,9
"Christof Rieber";2018; """ Albert Einstein""";3799512810;Unbekannt
"Werner Gruber, Christian Rupp";2018; """ ganz klar: Physik""";3710012538;Unbekannt
"Ivo Raband";2018; """ Vergängliche Kunst und fortwährende Macht. Die 'Blijde Inkomst' für Erzherzog Ernst von Österreich in Brüssel und Antwerpen, 1594""";3942919060;Unbekannt
"Manfred Spitzer";01.01.2018; """ Musik im Kopf""";9783608169027;27,99
"Michael Kofler";2018; """ Java""";3836245817;Unbekannt
"Andreas Büttner";18.12.2017; """ Königsherrschaft im Mittelalter""";9783110442656;24,95
"Pierre Daniel Huet";18.12.2017; """ Traité De L’Origine des Romans""";9783476992376;27,99
"Julia Korbik";15.12.2017; """ Oh, Simone!""";9783644402751;9,99
"Steffen Wischmann, Ernst Andreas Hartmann";14.12.2017; """ Zukunft der Arbeit – Eine praxisnahe Betrachtung""";9783662492666;0
"Steffen Wischmann, Ernst Andreas Hartmann";14.12.2017; """ Zukunft der Arbeit – Eine praxisnahe Betrachtung""";9783662492666;0
"Helma Lutz, Martina Schiebel, Elisabeth Tuider";14.12.2017; """ Handbuch Biographieforschung""";3658181702;Unbekannt
"Sahin Aydin";13.12.2017; """ Zur Erinnerung an den Essener Rechtsanwalt Dr. Rosenberg""";3743984792;Unbekannt
"Ferdinand Piper";12.12.2017; """ Mythologie und Symbolik der Christlichen Kunst von der Ältesten Zeit bis In's Sechzehnte Jahrhundert, Vol. 1 (Classic Reprint)""";0260977985;Unbekannt
"Ferdinand Piper";12.12.2017; """ Mythologie und Symbolik der Christlichen Kunst von der Ältesten Zeit bis In's Sechzehnte Jahrhundert, Vol. 1 (Classic Reprint)""";0260977985;Unbekannt
"Helmut Greif, Andreas Limper, Gordon Fattmann";11.12.2017; """ Technologie der Extrusion""";9783446436947;39,99
"Reinhard Strehlow";07.12.2017; """ Mathematik - Klausurtrainer""";1973460513;Unbekannt
"Ulrich Holzbaur";07.12.2017; """ Mathematik für Manager""";3658196637;Unbekannt
"Michael Fried";06.12.2017; """ Übungsbuch Mathematik für Ingenieure für Dummies""";3527712380;Unbekannt
"Barbara Toth, Nina Horaczek";05.12.2017; """ Sebastian Kurz""";9783701745661;12,99
"Katharina Kellermann";04.12.2017; """ Heroinen der Technik zwischen 1918 und 1945""";9783863095154;Unbekannt
"Joachim Wambsganß";29.11.2017; """ Universum für alle""";9783662560020;22,99
"Ulrich Harten";21.11.2017; """ Physik""";9783662497548;29,99
"Christian Karpfinger";20.11.2017; """ Arbeitsbuch Höhere Mathematik in Rezepten""";9783662548110;26,99
"Christian Karpfinger";20.11.2017; """ Arbeitsbuch Höhere Mathematik in Rezepten""";9783662548110;26,99
"Dan Josefsson";13.11.2017; """ Der Serienkiller, der keiner war""";9783641196103;9,99
"Moritz Siebert";13.11.2017; """ Totenmaske und Porträt""";3828833039;Unbekannt
"Dan Josefsson";13.11.2017; """ Der Serienkiller, der keiner war""";9783641196103;9,99
"Ingolf V. Hertel, C.-P. Schulz";11.11.2017; """ Atome, Moleküle und optische Physik 1""";9783662531044;Unbekannt
"Ayla Neusel, Andrä Wolter";09.11.2017; """ Mobile Wissenschaft""";9783593507408;Unbekannt
"Fritz Billeter";08.11.2017; """ Kunst und Gesellschaft""";9783763975471;18,99
"Olaf Glöckner, Helmut Müssener";07.11.2017; """ Deutschsprachige jüdische Migration nach Schweden""";9783110532289;154,95
"Klemens Burg, Herbert Haf, Friedrich Wille, Andreas Meister";27.10.2017; """ Höhere Mathematik für Ingenieure Band I""";3658194278;Unbekannt
"Bryan Cranston";26.10.2017; """ Hauptsache, die Chemie stimmt - Mein Leben mit und ohne Breaking Bad""";9783104035895;12,99
"Mary Beard";26.10.2017; """ Pompeji""";9783104904702;14,99
"Helmut Kindler";20.10.2017; """ Zum Abschied ein Fest""";9783688106424;9,99
"Ibram X. Kendi";19.10.2017; """ Gebrandmarkt""";9783406712319;14,99
"Martin Geck";16.10.2017; """ Von den Wundern der klassischen Musik""";3570553663;Unbekannt
"Martin Geck";16.10.2017; """ Von den Wundern der klassischen Musik""";3570553663;Unbekannt
"Nikolaj A. Ostrovskij";13.10.2017; """ Wie der Stahl gehärtet wurde""";3956211324;Unbekannt
"Alastair Bonnett";12.10.2017; """ Atlas unserer Zeit""";3832199306;Unbekannt
"Thomas Vierich, Thomas Vilgis";10.10.2017; """ Aroma""";3868514732;Unbekannt
"Isabelle Broom";09.10.2017; """ Wintersterne""";9783641188955;9,99
"Jean-Jacques Rousseau";09.10.2017; """ Julie oder Die neue Heloise""";9783743720558;Unbekannt
"Karl Storck";06.10.2017; """ Mozart: Sein Leben und Schaffen (Biografie)""";9788027217472;1,99
"Karl Storck";06.10.2017; """ Mozart: Sein Leben und Schaffen (Biografie)""";9788027217472;1,99
"Ralf Schnell";05.10.2017; """ Heinrich Böll und die Deutschen""";9783462317466;16,99
"Anne Frank, Ari Folman, David Polonsky";05.10.2017; """ Das Tagebuch der Anne Frank""";9783104903019;Unbekannt
"Johannes Liebl";04.10.2017; """ Mercedes-Benz E-Klasse""";9783658184438;86,99
"David Halliday, Robert Resnick, Jearl Walker";02.10.2017; """ Arbeitsbuch Halliday Physik, Lösungen zu den Aufgaben der 3. Auflage""";9783527812554;37,99
"Olaf Dörner, Carola Iller, Henning Pätzold, Julia Franz, Bernhard Schmidt-Hertha";02.10.2017; """ Biografie – Lebenslauf – Generation""";9783847411789;0
"Clara Wiener";26.09.2017; """ Wie unser Gewissen unsere Entscheidungen beeinflusst. Funktionsweise des Gewissens nach Immanuel Kant""";9783668535107;6,99
"David Halliday, Robert Resnick, Jearl Walker";26.09.2017; """ Halliday Physik""";9783527812608;70,99
"Michael Huber";25.09.2017; """ Musikhören im Zeitalter Web 2.0""";9783658192006;22,99
"Gareth Stedman Jones";21.09.2017; """ Karl Marx""";9783104905587;16,99
"Bernard Malamud";20.09.2017; """ Die Mieter""";9783462411089;9,99
"Yanis Varoufakis";20.09.2017; """ Die ganze Geschichte""";9783956142185;Unbekannt
"Thomas Rinner";19.09.2017; """ Überblickswissen Geschichte aktiv erarbeiten 7-8""";9783403378891;21,9
"Thomas Rinner";19.09.2017; """ Überblickswissen Geschichte aktiv erarbeiten 7-8""";9783403378891;21,9
"Christian Karpfinger";19.09.2017; """ Höhere Mathematik in Rezepten""";9783662548097;34,99
"Nadine Richter";19.09.2017; """ Frustfach ade - Motivationskoffer Mathematik 9-10""";9783403079194;Unbekannt
"Ewald Frie";19.09.2017; """ Die Geschichte der Welt""";9783406711701;14,99
"Sabine Pohlan";19.09.2017; """ Die Mathe-Abenteuergeschichte für die Grundschule""";9783403078609;Unbekannt
"Barbara Pachl-Eberhart";18.09.2017; """ Federleicht - Die kreative Schreibwerkstatt""";9783641215224;15,99
"Peter Becher";15.09.2017; """ Adalbert Stifter""";3791729446;Unbekannt
"Marina Bohlmann-Modersohn";11.09.2017; """ Clara Rilke-Westhoff""";3442715423;Unbekannt
"Marina Bohlmann-Modersohn";11.09.2017; """ Clara Rilke-Westhoff""";3442715423;Unbekannt
"Heinz-Peter Gumm, Manfred Sommer";11.09.2017; """ Rechnerarchitektur, Betriebssysteme, Rechnernetze""";9783110442366;64,95
"Rolf Brühl";11.09.2017; """ Wie Wissenschaft Wissen schafft""";9783825248895;Unbekannt
"Heinz-Peter Gumm, Manfred Sommer";11.09.2017; """ Rechnerarchitektur, Betriebssysteme, Rechnernetze""";9783110442366;64,95
"Manfred Kriegelstein";08.09.2017; """ Die Kunst des Sehens""";9783960883111;34,9
"Bruce Barnbaum";08.09.2017; """ Die Kunst der Fotografie""";9783960882749;49,9
"Alexander Thomas";03.09.2017; """ Technik und Kultur""";9783658190538;4,99
"Joachim Kaiser";01.09.2017; """ Kaisers Klassik""";9783492977364;14,99
"Dietmar Elflein, Bernhard Weber";31.08.2017; """ Aneignungsformen populärer Musik""";9783839438565;34,99
"Horst Gundlach";31.08.2017; """ Wilhelm Windelband und die Psychologie""";3946054293;Unbekannt
"Arthur Conan Doyle";24.08.2017; """ Sherlock Holmes - Das Tal der Angst""";9783104036199;9,99
"Mikael Krogerus, Roman Tschäppeler";23.08.2017; """ Das Kommunikationsbuch""";9783036993720;16,99
"Stuart Nadler";17.08.2017; """ Die Unzertrennlichen""";9783462317329;9,99
"David duChemin";09.08.2017; """ Die Seele der Kamera""";9783960882336;29,9
"Peter Niemz, Walter Ulrich Sonderegger";07.08.2017; """ Holzphysik""";3446445269;Unbekannt
"Melanie Moreland";03.08.2017; """ The Contract - Sie dürfen den Chef jetzt küssen""";9783736305069;6,99
"Günther Rötter";02.08.2017; """ Handbuch Funktionale Musik""";9783658102197;119,99
"Jan Radicke";31.07.2017; """ Lucans Poetische Technik""";9789047413035;Unbekannt
"Arundhati Roy";27.07.2017; """ Der Gott der kleinen Dinge""";9783104905310;9,99
"Omar El Akkad";27.07.2017; """ American War""";9783104905174;9,99
"Affinity Konar";24.07.2017; """ Mischling""";9783446257658;11,99
"Sandra Grimm";24.07.2017; """ Silberwind, das weiße Einhorn (Band 1) - Der verzauberte Spiegel""";9783732011292;7,99
"Hannah Busch, Franz Fischer, Patrick Sahle";21.07.2017; """ Kodikologie und Paläographie im Digitalen Zeitalter 4""";9783744879521;14,99
"Mariana Leky";18.07.2017; """ Was man von hier aus sehen kann""";9783832189624;9,99
"Klaus Lüders, Robert O. Pohl";13.07.2017; """ Pohls Einführung in die Physik""";3662486628;Unbekannt
"Paulus Diaconus - Paul Diakon";08.07.2017; """ Historia langobardorum""";9788873041740;2,99
"Paulus Diaconus - Paul Diakon";08.07.2017; """ Historia langobardorum""";9788873041740;2,99
"Ulrich Harten";05.07.2017; """ Physik für Mediziner""";9783662544471;22,99
"Michail Bulgakow";30.06.2017; """ Manuskripte brennen nicht""";9783105618172;11,99
"Arndt Bode, Manfred Broy, Hans-Joachim Bungartz, Florian Matthes";29.06.2017; """ 50 Jahre Universitäts-Informatik in München""";9783662547120;62,99
"George R.R. Martin, Gardner Dozois, Daniel Abraham";26.06.2017; """ Planetenjäger""";9783641192938;11,99
"George R.R. Martin, Gardner Dozois, Daniel Abraham";26.06.2017; """ Planetenjäger""";9783641192938;11,99
"Wolfgang Schlageter";22.06.2017; """ Mathematik und Statistik für Ökonomen""";9783668469303;9,99
"Regina Schulze-Oechtering";20.06.2017; """ Die schnelle Stunde Musik Klasse 3-4""";9783403372967;18,8
"Regina Schulze-Oechtering";20.06.2017; """ Die schnelle Stunde Musik Klasse 3-4""";9783403372967;18,8
"Clemens Kammler, Rolf Parr, Ulrich Johannes Schneider";17.06.2017; """ Foucault-Handbuch""";9783476013781;16,99
"Marc Frohner";16.06.2017; """ 40 Jahre The Kelly Family""";9783959719216;8,99
"Theodor Birt";12.06.2017; """ Die Buchrolle in der Kunst""";1332646379;Unbekannt
"Ralf Koerrenz, Karsten Kenklies, Hanna Kauhaus, Matthias Schwarzkopf";12.06.2017; """ Geschichte der Pädagogik""";9783825245245;Unbekannt
"Theodor Birt";12.06.2017; """ Die Buchrolle in der Kunst""";1332646379;Unbekannt
"Roland Steinacher";07.06.2017; """ Rom und die Barbaren""";9783170251700;25,99
"Alessandro Dallmann";06.06.2017; """ Donald Trump (Biografie kompakt):""";9783745056211;2,99
"Matthias Beier";26.05.2017; """ Eugen Drewermann""";9783843606028;39,99
"Jürgen H. Franz";19.05.2017; """ Nikolaus von Kues – Philosophie der Technik und Nachhaltigkeit""";9783732903696;50
"Martina Kahl-Scholz, Christel Vockelmann";17.05.2017; """ Basiswissen Radiologie""";9783662542781;29,99
"Günter Dux";15.05.2017; """ Die Zeit in der Geschichte""";9783658174408;49,99
"Jost-Hinrich Eschenburg";11.05.2017; """ Sternstunden der Mathematik""";9783658172954;22,99
"Jost-Hinrich Eschenburg";11.05.2017; """ Sternstunden der Mathematik""";9783658172954;22,99
"Björn Feuerbacher";10.05.2017; """ Tutorium Elektrodynamik und Relativitätstheorie""";3662545543;Unbekannt
"Hubertus Tzschirner, Nicolas Lecloux, Dr. Thomas Vilgis, Nils Jorra";10.05.2017; """ Burger Unser""";9783766722942;22,99
"Alessandro Dallmann";08.05.2017; """ Konrad Adenauer (Biografie kompakt)""";9783745083149;2,99
"Hermann Oncken";07.05.2017; """ Lassalle""";0259765198;Unbekannt
"Holger Sonnabend";06.05.2017; """ Geschichte der antiken Biographie""";9783476043900;42,99
"Heinrich Wolfflin";02.05.2017; """ Kunstgeschichtliche Grundbegriffe""";1332631002;Unbekannt
"Ernest Cline";27.04.2017; """ Ready Player One""";9783104901947;8,99
"Camille Aubray";27.04.2017; """ Monsieur Picasso und der Sommer der französischen Köstlichkeiten""";9783104901640;9,99
"Philip Henri Unterreiner";21.04.2017; """ Musik und Migration. Die Rolle der Musik im Integrationsprozess von geflüchteten Musikern""";3668434832;Unbekannt
"Josef Saal";18.04.2017; """ 55 Methoden Physik""";9783403078944;Unbekannt
"Tina Spies, Elisabeth Tuider";18.04.2017; """ Biographie und Diskurs""";9783658137564;39,99
"Ernst Georg Haffner";18.04.2017; """ Informatik für Dummies, Das Lehrbuch""";9783527810277;23,99
"Ernst Georg Haffner";18.04.2017; """ Informatik für Dummies, Das Lehrbuch""";9783527810277;23,99
"Michael Spreitzenbarth";10.04.2017; """ Mobile Hacking""";9783960881254;20,9
"Michael Meyer, Kerstin Tiedemann";06.04.2017; """ Sprache im Fach Mathematik""";9783662494875;26,99
"Michael Meyer, Kerstin Tiedemann";06.04.2017; """ Sprache im Fach Mathematik""";9783662494875;26,99
"Alice Schwarzer";06.04.2017; """ Marion Dönhoff""";9783462317770;9,99
"Jens Gallenbacher";06.04.2017; """ Abenteuer Informatik""";9783662539651;24,99
"Jens Gallenbacher";06.04.2017; """ Abenteuer Informatik""";9783662539651;24,99
